Title,puplished_date,views,likes,favorites,month,year
Minik Adamın Altında Modellik Yatıyormuş!?,2019-11-20 12:21:02+00:00,20132,323,0,Nov,2019
Küçük Kalpler de Büyük Mutluluk!?,2019-11-16 18:21:37+00:00,15856,309,0,Nov,2019
Bu Kesim İçin Brezilya dan Çıkıp Gelmiş!!?,2019-11-12 11:12:32+00:00,6480938,59412,0,Nov,2019
6 Yıllık Saçlar Gitti!!,2019-11-06 12:52:01+00:00,9500,72,0,Nov,2019
Ezgizem Yardım İstedi Bizde Koştuk Kurtardık!,2019-11-04 10:58:55+00:00,24652,337,0,Nov,2019
Sakallar Yarışıyor!?,2019-11-03 12:38:16+00:00,41067,521,0,Nov,2019
Before & After 2,2019-11-01 15:05:25+00:00,14789,252,0,Nov,2019
Gerçek Örümcek Wax Nasıl Yapılır!?,2019-10-24 15:02:47+00:00,21090,283,0,Oct,2019
Barber Düello VOL2,2019-10-17 15:35:33+00:00,13655,270,0,Oct,2019
Barber Düello VOL1,2019-10-08 16:00:01+00:00,8039,147,0,Oct,2019
Sakallar Rengarenk Oldu!?,2019-09-22 11:23:01+00:00,806651,8495,0,Sep,2019
Son Hali Şaşırtıcı!?,2019-09-19 15:32:11+00:00,15184,136,0,Sep,2019
Asmr batık ve Nasır temizleme !!,2019-09-02 13:40:30+00:00,125648,195,0,Sep,2019
Fenomenlerin kuaförü kim ??,2019-08-29 12:39:22+00:00,20091,265,0,Aug,2019
Avrupai Saç Kesimi!?,2019-08-20 19:48:43+00:00,10007,130,0,Aug,2019
Boyalı Saçlar Nasıl Yıkanmalıdır Ve Nasıl Şekillendirilir?!,2019-08-05 14:18:13+00:00,12350,171,0,Aug,2019
Erkek Berberinde Aranan Extra Hizmetler & Men's Barber Services,2019-08-01 17:16:41+00:00,6181,46,0,Aug,2019
Kıvırcık Dalgalı Ve Uzun Saçı Kestik!,2019-07-31 10:32:40+00:00,233431,1666,0,Jul,2019
Babamın 1 Yıllık Saçını Sakalını Kestik!!?,2019-07-22 15:04:57+00:00,3338586,26086,0,Jul,2019
Bir Günde 3420TL Nasıl Kazandık!?,2019-07-18 11:52:50+00:00,13635,246,0,Jul,2019
ASMR KULAK TEMİZLEME EAR CLEANİNG,2019-05-29 11:47:26+00:00,179685,5310,0,May,2019
Havuz Başında 10 Bin Dolarlık Tıraş !!,2019-05-21 14:06:27+00:00,12631,162,0,May,2019
ASMR ATEŞLE OYNUYOR !!,2019-05-19 07:56:24+00:00,110540,3176,0,May,2019
Saçlar çok iyi oldu !!,2019-04-19 11:44:56+00:00,102872,3516,0,Apr,2019
ASMR HEAD MASSAGE BARBER,2019-04-12 12:19:16+00:00,11414,119,0,Apr,2019
SÖZ VERDİK TUTTUK !!,2019-04-02 14:05:42+00:00,1543359,44577,0,Apr,2019
MÜKEMMEL SONUÇ !!?,2019-03-15 20:42:46+00:00,100752,3483,0,Mar,2019
ADAMIN BURNUNDAN ÇIKANLARA BAKIN !!?,2019-03-06 07:47:02+00:00,99503,2480,0,Mar,2019
YAŞLI AMCANIN MÜKEMMEL DEĞİŞİMİ,2019-02-28 12:01:38+00:00,8483,97,0,Feb,2019
ESKİ MAKİNE İLE MÜKEMMEL BİR ÇALIŞMA,2019-02-23 06:36:31+00:00,119128,2547,0,Feb,2019
DÜNYANIN EN ÇOK BİLİNEN BERBERİ BARBERSTOWN FOX TV,2019-02-22 18:49:59+00:00,8257,132,0,Feb,2019
USTA KIZ ÇIRAĞINA NELER YAPTI !!,2018-11-05 16:00:02+00:00,20949,188,0,Nov,2018
Rulo ile Saç Boyadık!!?,2018-10-25 16:41:32+00:00,80978,2306,0,Oct,2018
Enes Batur Alev Aldı!?,2018-09-09 10:58:12+00:00,26115,231,0,Sep,2018
ADAMA NELER OLDU NELER,2018-08-28 11:59:43+00:00,88300,2265,0,Aug,2018
KÖFTECİ DEDE NELER İSTEDİ,2018-08-14 13:28:08+00:00,101028,3063,0,Aug,2018
BARBER TATTO DÖVMELİ ADAM TIRAŞ OLUYOR,2018-08-11 11:14:07+00:00,17467,101,0,Aug,2018
KİMLER GRİ BOYA İSTİYOR!??,2018-07-22 19:26:26+00:00,14455,138,0,Jul,2018
SAÇI YANAN BAYANI KURTARDIK!!,2018-07-14 10:01:17+00:00,104643,795,0,Jul,2018
Ünlü Model Kesim!?,2018-07-09 12:07:47+00:00,30345,325,0,Jul,2018
Bebe Bir Traşla Kaç Yaş Büyüdü!!?,2018-07-07 10:33:36+00:00,47026,632,0,Jul,2018
En Rahat Kullanılan Saç!!?,2018-06-25 17:08:57+00:00,32014,289,0,Jun,2018
Türkiyeyi Trolliyen Çocuğun Çılgın Değişimi!!?,2018-06-11 16:23:20+00:00,93275,2934,0,Jun,2018
Ramazan Davulcusu Kızını Verirmiş!?,2018-06-05 16:10:29+00:00,26091,232,0,Jun,2018
Pazarcı Mariano Di Vaio Oldu!!,2018-05-30 15:17:31+00:00,50314,392,0,May,2018
Herşey Para Değil!?,2018-05-29 15:08:02+00:00,23486,335,0,May,2018
Yeni! (Gri Wax) Denedim?!,2018-05-28 09:04:06+00:00,40910,316,0,May,2018
Ragnar Lothbrok Hair Style!!?,2018-05-24 14:26:24+00:00,1579778,20194,0,May,2018
AĞDA ADAMI DOMATES GİBİ KIZARTTI!!,2018-05-16 17:03:19+00:00,137179,869,0,May,2018
Tek Kurşun Tik Tak,2018-05-05 16:23:21+00:00,81872,1585,0,May,2018
Her Erkeğin Aradığı Boya,2018-04-28 16:14:17+00:00,29132360,1315881,0,Apr,2018
Adam Yıllar Sonra Yüz Nakli Oldu!?,2018-04-14 15:26:58+00:00,160363,545,0,Apr,2018
En Doğru Karar?,2018-04-09 15:45:56+00:00,139338,607,0,Apr,2018
BERBERE GİDERKEN ÖLÜYORDU!!,2018-04-08 16:56:51+00:00,21225,285,0,Apr,2018
Ya Ben Size Gurban Olurum!,2018-03-31 09:27:44+00:00,12296,173,0,Mar,2018
DÜN KÜNEFECİYDİ BUGÜN MANKEN OLDU!!,2018-03-22 15:48:18+00:00,468960,4034,0,Mar,2018
ERKEK BERBERİNE KADIN GELİRSE NE OLUR?,2018-03-20 15:42:04+00:00,36212,236,0,Mar,2018
Çiftliği Ben Soydum !,2018-03-17 15:07:42+00:00,68965,1674,0,Mar,2018
HEP AYNI MODELLERDEN SIKILDIK !!,2018-03-16 13:45:44+00:00,67569,486,0,Mar,2018
Kaşları Boyadı Neler Oldu,2018-03-11 16:38:22+00:00,287499,3950,0,Mar,2018
Uzun Saçlardan Sıkıldım! Diyorsanız Kendinizi Güvenilir Ellere Bırakın,2018-03-07 11:59:32+00:00,37091,200,0,Mar,2018
Ronaldo Saç Modeli & Ronaldo Hair Model,2018-03-06 19:05:17+00:00,24597,129,0,Mar,2018
Çorumlu Amir Berberde Neler Yaşadı,2018-02-28 13:48:01+00:00,930045,5485,0,Feb,2018
Mihriban (Çukur),2018-02-20 14:51:21+00:00,7434,83,0,Feb,2018
Kendi Saçlarımı Boyadım!! (Eğitici),2018-02-18 14:35:19+00:00,12839,117,0,Feb,2018
Alex Telles Saç Modeli & Alex Telles Hair Model,2018-02-16 17:21:39+00:00,57848,1272,0,Feb,2018
Sokaktaki Vatandaşları Kışkırttık Saçları Kestirdik !!!,2018-02-06 19:04:47+00:00,9284,172,0,Feb,2018
Berberin makasını yere düşürünce Müşteri’nin başına neler geldi izleyin ve görün,2018-02-02 15:40:03+00:00,22030,180,0,Feb,2018
İki Usta Elin Birleşmesi Saç Renklendirme Kesim Dünya Sıralamasına Girer,2018-01-31 17:46:49+00:00,32214,184,0,Jan,2018
Acı Çekmek Yaşam Tarzı,2018-01-28 10:08:14+00:00,266249,1930,0,Jan,2018
Böyle Kavga Görülmedi,2018-01-26 15:51:22+00:00,53407,1335,0,Jan,2018
10 Yaşında Sakalları Jiletle Kestiriyor,2018-01-26 09:33:46+00:00,139260,2056,0,Jan,2018
Kendi Kendini Vurdu,2018-01-25 13:48:47+00:00,79769,1263,0,Jan,2018
Before & After,2018-01-16 14:29:06+00:00,3888590,12960,0,Jan,2018
En Kullanışlı Saç Modeli,2018-01-14 17:17:17+00:00,16248,116,0,Jan,2018
Yanıyorsun Fuat Abi (brazilya fönü),2018-01-13 15:40:02+00:00,58531,878,0,Jan,2018
4 Yıllık Uzattığı Saçlar Gitti,2018-01-12 15:22:55+00:00,166438,545,0,Jan,2018
Koca Bebek Hüngür Hüngür Ağladı,2018-01-09 15:29:12+00:00,43487,309,0,Jan,2018
Korktun Mu?,2018-01-06 16:00:15+00:00,97355,1695,0,Jan,2018
Haylaz Bebe,2018-01-02 17:20:52+00:00,24311,272,0,Jan,2018
40 Yıldır Mağarada Yaşayan Adam,2018-01-01 16:40:54+00:00,3131800,6738,0,Jan,2018
Marul Ve Babası’nın En Komik Anları Barberstown’da,2017-12-31 10:14:48+00:00,92363,547,0,Dec,2017
Sıfır Bir,2017-12-28 15:47:17+00:00,32693,157,0,Dec,2017
Atsan Atılmaz Satsan Satılmaz,2017-12-27 17:39:52+00:00,44989,805,0,Dec,2017
Sizin Açık Gözle Yapamadığınızı Adam Gözü Kapalı Yapıyor,2017-12-25 18:04:32+00:00,36639,231,0,Dec,2017
Eskiyi Getir Yeniyi Götür,2017-12-23 14:52:25+00:00,488778,1819,0,Dec,2017
Çağatay Ulusoy Saç Modeli (içerde dizisi),2017-12-22 15:01:20+00:00,222994,2652,0,Dec,2017
Dev Ustura İle Sakal Kestik Olay Oldu,2017-12-21 13:31:44+00:00,54296,794,0,Dec,2017
Bu Bir Mucize Değil Yetenek,2017-12-20 16:29:25+00:00,835620,2260,0,Dec,2017
Kardeş Bizi İnternete Falan Koymucanız Demi La,2017-12-20 10:50:30+00:00,87093,814,0,Dec,2017
Yattı Yatırdı Düştü Kalktı Kesti,2017-12-19 15:34:52+00:00,17820,152,0,Dec,2017
Saçlara Beyaz Show,2017-12-16 15:11:15+00:00,58145,263,0,Dec,2017
Adamın Saçı Yaktık Olay Oldu,2017-12-12 15:12:11+00:00,220634,664,0,Dec,2017
Gelmiş geçmiş en ilginç en kaliteli kuaför & The most interesting top quality barber ever,2017-12-10 14:21:01+00:00,116921,479,0,Dec,2017
Neydi ne oldu ?,2017-12-06 17:47:37+00:00,128556,3246,0,Dec,2017
Meriç İzgi erkek çocuğunu ilk defa Barberstowna traşa getirdi,2017-12-02 15:44:21+00:00,47727,224,0,Dec,2017
Yanları al üstler kalsın,2017-12-01 15:58:54+00:00,272795,5333,0,Dec,2017
Son 100 yılın değişimi &  The last 100 years of change,2017-11-29 15:48:54+00:00,217144,754,0,Nov,2017
0 dan iz kaybetme & Lose track from 0,2017-11-28 15:18:01+00:00,109532,1250,0,Nov,2017
Omre hair men uzun saçlı erkek saçına yoğun krepe ve omre düz fon,2017-11-26 11:59:18+00:00,39935,174,0,Nov,2017
Ağaç Motoru İle Sakal Kesti & Cutting beard with saw,2017-11-18 09:23:06+00:00,29737,541,0,Nov,2017
Göz Akımı Başladı Ve Barberstown Bunu Saç Kesimi İle Birleştirdi !!,2017-11-15 12:01:09+00:00,61510,240,0,Nov,2017
Adam Bir Anda Saçını Usturaya Vurdurdu,2017-11-13 09:42:19+00:00,525805,1166,0,Nov,2017
Eminem Saç Modeli İstedi Bizde Yaptık & Eminem Hair Model Wanted,2017-11-09 14:50:52+00:00,114445,427,0,Nov,2017
Can Yüce’nin Kuaförü Kim ?,2017-11-05 14:46:13+00:00,53971,877,0,Nov,2017
Kaş Nasıl Alınır,2017-11-04 11:17:47+00:00,190270,459,0,Nov,2017
Kısa Saça Nasıl Fön Çekilir & How to Draw Short Hair,2017-11-02 15:45:31+00:00,278567,1798,0,Nov,2017
Cadılar Bayramında Korku Temalı Saç Kesimi & Horror-themed Haircut on Halloween,2017-10-31 16:46:56+00:00,4551,75,0,Oct,2017
Pırasa Kafaydı Burak Özcivit Oldu Çıktı,2017-10-31 10:41:27+00:00,1052250,3772,0,Oct,2017
Bu Saç Kesimi Çok Beğenildi & This haircut is very popular,2017-10-30 10:06:16+00:00,86042,461,0,Oct,2017
Uzun Saçın Aralarına Delikli Boneyle Boya yaptık,2017-10-18 17:29:54+00:00,455256,1080,0,Oct,2017
En İyi Kısa Saç Modeli & Best short hairstyle,2017-10-17 16:47:37+00:00,152688,457,0,Oct,2017
ZİRVEDE SAÇ KESTİ & HIGH HAIR CUTTING,2017-10-11 16:05:23+00:00,2661,42,0,Oct,2017
Dalgalı Ve Kıvırcık Saçlara Tarak Kullanmadan Düzleştirip Şekillendiriyor,2017-09-14 16:20:18+00:00,487721,4415,0,Sep,2017
Marul Kafa Ne İş Yapar ?,2017-09-07 15:13:16+00:00,755366,6731,0,Sep,2017
DÜNYA'NIN EN TATLI BEBEĞİ SAÇLARINI KESTİRİYOR & BABY HAİRCUT,2017-09-05 17:51:36+00:00,638043,5828,0,Sep,2017
İkizler Saç Kesimi & Twins haircut,2017-08-26 09:03:20+00:00,215400,830,0,Aug,2017
Meriç İzgi'nin Kuaförü Kim & Who is the hairdresser of Meriç İzgi,2017-08-12 17:36:08+00:00,654531,2000,0,Aug,2017
11 yaşındaki çocuk bakın neler yapıyo gri saç boyuyor,2017-05-23 18:19:32+00:00,169287,790,0,May,2017
Saça fön nasıl çekilir,2017-05-16 19:12:45+00:00,49088,334,0,May,2017
Erkek Saçına Gri boya nasıl yapılır,2017-04-22 13:00:22+00:00,40459,804,0,Apr,2017
